Customer	City	Channel	Segment	Urbanicity	Traffic	Traffic Index	Equipment (Y/N)	# of doors	Sales 2025 CS
13300	янгнонк	Qsr	Residential	4	24481,18	Medium	No	0	33
13301	вепмнлнпеж	FSR	Residential	5	2642,46	Low	No	0	283
13302	аспцюя	Cafe	Residential	6	3906,09	Low	No	0	0
13303	йхрем	Supermarket	Seasonal Low/Mid Traffic	3	17550,13	Medium	Yes	4,7	715,83
13304	яберх бкюя	FSR	Seasonal Low/Mid Traffic	4	9113,84	Low	Yes	2	121
13305	опхлнпяйн	Bar	Residential	3	21713,71	Medium	Yes	0	72
13306	йхрем	FSR	Seasonal Low/Mid Traffic	3	5941,56	Low	Yes	3	178
13307	бюпмю	Cafe	Seasonal High Traffic	10	52211,74	High	No	0	144,5
13308	бюпмю	Hotels	Seasonal Low/Mid Traffic	3	14935,24	Medium	Yes	12	31
13309	вепмнлнпеж	Qsr	Residential	5	19491,57	Medium	Yes	1	0
13310	янгнонк	Qsr	Residential	4	32558,76	High	Yes	0,7	0
13311	янгнонк	Bar	Residential	5	2901,22	Low	No	0	132
13312	юурнонк	Supermarket	Rural Affordable	6	4648,95	Low	No	0	0
13313	жюпебн	Hotels	Seasonal Low/Mid Traffic	10	5485,79	Low	Yes	1	62
13314	бюпмю	Hotels	Seasonal Low/Mid Traffic	5	7697,5	Low	No	0	64
13315	янгнонк	Qsr	Residential	4	43217,36	High	Yes	4	0
13316	онлнпхе	Qsr	Residential	5	15826,92	Medium	Yes	1	93
13317	якзмвеб апъц	FSR	Seasonal High Traffic	2	30403,89	High	Yes	3	573,25
13318	меяеазп	Supermarket	Residential	2	22738,85	Medium	Yes	3,8	466,333
13319	бюпмю	FSR	Seasonal Low/Mid Traffic	4	2324,86	Low	Yes	5,6	0
13320	опхлнпяйн	Hotels	Residential	3	23381,67	Medium	No	0	0
13321	йхрем	Hotels	Seasonal Low/Mid Traffic	3	15963	Medium	No	0	0
13322	янгнонк	Qsr	Seasonal Low/Mid Traffic	5	10297,93	Low	No	0	0
13323	онлнпхе	FSR	Residential	5	15762,88	Medium	No	0	0
13324	янгнонк	Supermarket	Residential	4	35181,55	High	Yes	2	0
13325	янгнонк	Qsr	Residential	4	27737,8	High	Yes	0,7	266
13326	бюпмю	Hotels	Seasonal Low/Mid Traffic	3	29590,19	High	No	0	0
13327	кнгемеж	Bar	Seasonal Low/Mid Traffic	7	12034,8	Medium	No	0	24
13328	кнгемеж	FSR	Seasonal Low/Mid Traffic	7	12166,57	Medium	No	0	0
13329	аспцюя	Qsr	Residential	6	12591,82	Medium	Yes	6	0
13330	якзмвеб апъц	Bar	Seasonal High Traffic	1	26245,9	High	Yes	1	48
13331	яберх бкюя	Supermarket	Seasonal Low/Mid Traffic	3	15431,83	Medium	Yes	1	0
13332	янгнонк	Bar	Residential	4	30589,09	High	Yes	1	0
13333	йхрем	FSR	Seasonal Low/Mid Traffic	3	11528	Medium	Yes	1,3	0
13334	онлнпхе	FSR	Residential	5	18916,4	Medium	Yes	2	201
13335	вепмнлнпеж	Supermarket	Residential	5	5959,91	Low	Yes	1,5	0
13336	опхлнпяйн	Supermarket	Residential	3	14735,34	Medium	Yes	5	504,499
13337	онлнпхе	Hotels	Residential	10	1302,06	Low	Yes	3	32
13338	опхлнпяйн	Qsr	Seasonal Low/Mid Traffic	3	20584,76	Medium	Yes	1	0
13339	янгнонк	Supermarket	Seasonal Low/Mid Traffic	5	11676,55	Medium	Yes	3,7	2199,999
13340	ьйнпохкнбжх	FSR	Seasonal Low/Mid Traffic	7	5543,94	Low	Yes	0,9	0
13341	онлнпхе	Cafe	Residential	5	17721,09	Medium	Yes	1	14,5
13342	янгнонк	Bar	Seasonal Low/Mid Traffic	5	11238,34	Medium	No	0	108
13343	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	39991,28	High	Yes	8	431,5
13344	якзмвеб апъц	Bar	Seasonal High Traffic	1	46330,63	High	Yes	4	2769,5
13345	аспцюя	Cafe	Seasonal High Traffic	3	26102,25	High	Yes	0,7	83,458
13346	аюквхй	FSR	Seasonal Low/Mid Traffic	6	8918,3	Low	Yes	8,5	804
13347	опхлнпяйн	Bar	Residential	3	19570,74	Medium	No	0	484
13348	янгнонк	Hotels	Residential	4	17238,52	Medium	Yes	1	19,667
13349	нагнп	Cafe	Seasonal Low/Mid Traffic	5	17572,75	Medium	Yes	28	0
13350	якзмвеб апъц	Hotels	Seasonal High Traffic	1	32253	High	Yes	0	259
13351	бюпмю	Cafe	Residential	1	38490,71	High	Yes	0,7	211
13352	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	26445	High	Yes	2,4	309
13353	яберх бкюя	Supermarket	Seasonal Low/Mid Traffic	3	24327,86	Medium	Yes	2	275,832
13354	опхлнпяйн	Bar	Residential	3	19253,15	Medium	Yes	0	0
13355	аюквхй	FSR	Seasonal Low/Mid Traffic	6	14246,4	Medium	Yes	1,7	0
13356	янгнонк	FSR	Residential	4	29850,33	High	No	0	133
13357	йхрем	Supermarket	Seasonal Low/Mid Traffic	3	18245,17	Medium	Yes	5,2	481
13358	вепмнлнпеж	Qsr	Residential	5	14387,19	Medium	Yes	1	78
13359	янгнонк	FSR	Residential	4	13843	Medium	No	0	18
13360	янгнонк	FSR	Seasonal Low/Mid Traffic	5	11204,75	Medium	Yes	4	418
13361	янгнонк	FSR	Seasonal Low/Mid Traffic	5	11453,84	Medium	No	0	0
13362	онлнпхе	Bar	Residential	5	19264,58	Medium	Yes	2,3	673
13363	онлнпхе	Qsr	Residential	5	12438,86	Medium	Yes	1,5	0
13364	онлнпхе	Qsr	Residential	5	12438,86	Medium	Yes	0,7	0
13365	онлнпхе	Hotels	Seasonal High Traffic	5	9118,16	Low	Yes	0,7	0
13366	янгнонк	Bar	Residential	4	26668,4	High	Yes	9,5	0
13367	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	26195,5	High	Yes	3	0
13368	якзмвеб апъц	Supermarket	Seasonal High Traffic	5	31666,76	High	Yes	5,5	975,832
13369	екемхре	FSR	Seasonal Low/Mid Traffic	7	3787,61	Low	No	0	0
13370	якзмвеб апъц	Bar	Seasonal High Traffic	1	30366,66	High	No	0	16
13371	вепмнлнпеж	Bar	Residential	5	17618,1	Medium	No	0	0
13372	аюквхй	Qsr	Seasonal Low/Mid Traffic	6	11680,41	Medium	Yes	1,5	198
13373	пюбдю	Hotels	Seasonal Low/Mid Traffic	4	11202,35	Medium	No	0	0
13374	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	17517,6	Medium	Yes	3,5	0
13375	пюбдю	Hotels	Seasonal Low/Mid Traffic	6	1435,41	Low	Yes	1	109
13376	жюпебн	Cafe	Residential	5	10205,16	Low	Yes	0,7	0
13377	якзмвеб апъц	Hotels	Seasonal High Traffic	1	35493,57	High	Yes	1	0
13378	гкюрмх оъязжх	Hotels	Seasonal Low/Mid Traffic	3	18871,11	Medium	Yes	0,3	1085
13379	янгнонк	Bar	Residential	4	24092,3	Medium	Yes	0,9	2695,808
13380	опхлнпяйн	Hotels	Residential	3	13681,28	Medium	No	0	0
13381	яберх бкюя	Bar	Seasonal Low/Mid Traffic	4	17814,06	Medium	No	0	0
13382	яберх бкюя	Bar	Seasonal Low/Mid Traffic	4	16639,45	Medium	No	0	12
13383	аспцюя	Hotels	Urban High Traffic	3	47812,66	High	Yes	1	10
13384	аъкю	FSR	Seasonal Low/Mid Traffic	4	4299,85	Low	Yes	1	403
13385	йхрем	FSR	Seasonal Low/Mid Traffic	3	16758,09	Medium	No	0	0
13386	бюпмю	Hotels	Seasonal Low/Mid Traffic	3	9593,64	Low	Yes	6	479
13387	пюбдю	FSR	Seasonal Low/Mid Traffic	4	15004,08	Medium	Yes	2	0
13388	меяеазп	Qsr	Seasonal High Traffic	2	50054,84	High	No	0	0
13389	йхрем	FSR	Seasonal Low/Mid Traffic	3	7680,8	Low	No	0	471
13390	йхрем	Bar	Seasonal Low/Mid Traffic	3	9952,72	Low	No	0	0
13391	йхрем	FSR	Seasonal Low/Mid Traffic	3	10148,11	Low	Yes	2	228
13392	йхрем	FSR	Seasonal Low/Mid Traffic	3	9838,26	Low	Yes	3	270
13393	йхрем	FSR	Seasonal Low/Mid Traffic	3	6348,14	Low	Yes	3	626,031
13394	йхрем	FSR	Seasonal Low/Mid Traffic	3	10551,85	Medium	Yes	2	719,086
13395	йхрем	Bar	Seasonal Low/Mid Traffic	3	8896,11	Low	No	0	1596
13396	йхрем	FSR	Seasonal Low/Mid Traffic	3	8080,84	Low	Yes	2	840,093
13397	йхрем	Bar	Seasonal Low/Mid Traffic	3	10521	Medium	No	0	1533,5
13398	йхрем	FSR	Seasonal Low/Mid Traffic	3	8333,45	Low	No	0	0
13399	йхрем	FSR	Seasonal Low/Mid Traffic	3	11732,2	Medium	No	0	0
13400	йхрем	FSR	Seasonal Low/Mid Traffic	3	9332,13	Low	Yes	3	693,35
13401	йхрем	FSR	Seasonal Low/Mid Traffic	3	8177,91	Low	Yes	3	709,58
13402	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	21386,78	Medium	No	0	313
13403	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	22506,83	Medium	No	0	0
13404	опхлнпяйн	Bar	Seasonal Low/Mid Traffic	3	9190,55	Low	Yes	0,6	1837,126
13405	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	22687,88	Medium	No	0	0
13406	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	15599,6	Medium	No	0	0
13407	опхлнпяйн	Bar	Seasonal Low/Mid Traffic	3	21777,6	Medium	No	0	0
13408	янгнонк	Bar	Residential	4	28291,63	High	No	0	0
13409	гкюрмх оъязжх	Cafe	Seasonal Low/Mid Traffic	3	34640	High	Yes	0	0
13410	пюбдю	Qsr	Seasonal Low/Mid Traffic	4	12362,18	Medium	No	0	0
13411	якзмвеб апъц	FSR	Seasonal High Traffic	1	35159,01	High	Yes	1	279
13412	йюлвхъ	FSR	Seasonal Low/Mid Traffic	7	4014,62	Low	Yes	4	230
13413	вепмнлнпеж	Qsr	Residential	5	5089,06	Low	No	0	0
13414	аюквхй	FSR	Seasonal Low/Mid Traffic	6	15792,59	Medium	Yes	6,3	0
13415	йюбюпмю	Bar	Seasonal Low/Mid Traffic	6	2993,2	Low	Yes	1	0
13416	бюпмю	Bar	Seasonal High Traffic	1	30210,3	High	Yes	4,5	235
13417	якзмвеб апъц	FSR	Seasonal High Traffic	2	18837	Medium	Yes	1,7	162,834
13418	вепмнлнпеж	Qsr	Residential	5	21670,15	Medium	Yes	1	0
13419	янгнонк	FSR	Residential	4	34210,22	High	Yes	2	0
13420	кнгемеж	FSR	Seasonal Low/Mid Traffic	7	11419,52	Medium	Yes	3	248,42
13421	якзмвеб апъц	Bar	Seasonal High Traffic	1	49359,67	High	Yes	1	0
13422	якзмвеб апъц	Hotels	Seasonal High Traffic	1	34423	High	Yes	1	0
13423	онлнпхе	Bar	Residential	5	18812	Medium	Yes	4,3	1336
13424	вепмнлнпеж	Bar	Residential	5	9505,17	Low	Yes	2,6	0
13425	онлнпхе	Qsr	Residential	5	15201,43	Medium	No	0	301,833
13426	вепмнлнпеж	FSR	Residential	5	11780,79	Medium	No	0	0
13427	бюпмю	Supermarket	Seasonal Low/Mid Traffic	3	9784,31	Low	Yes	1	239
13428	бюпмю	Supermarket	Seasonal High Traffic	4	16171,19	Medium	Yes	2,9	1780
13429	жюпебн	Cafe	Residential	5	3575,2	Low	Yes	2	70
13430	якзмвеб апъц	FSR	Seasonal High Traffic	2	18402,62	Medium	No	0	875
13431	бюпмю	Qsr	Seasonal Low/Mid Traffic	3	38736,6	High	No	0	0
13432	бюпмю	Qsr	Seasonal Low/Mid Traffic	3	31313,29	High	No	0	0
13433	якзмвеб апъц	Qsr	Seasonal High Traffic	1	27228	High	Yes	1	0
13434	меяеазп	FSR	Seasonal High Traffic	7	30687,93	High	Yes	1	252,5
13435	вепмнлнпеж	Bar	Residential	5	7215,26	Low	No	0	0
13436	вепмнлнпеж	Qsr	Residential	5	6040,47	Low	No	0	0
13437	вепмнлнпеж	Qsr	Residential	5	6921,94	Low	No	0	105,5
13438	пюбдю	FSR	Seasonal Low/Mid Traffic	4	15343,33	Medium	Yes	3	855,5
13439	пюбдю	Bar	Seasonal Low/Mid Traffic	4	11259,34	Medium	No	0	106
13440	янгнонк	Hotels	Residential	5	11349,69	Medium	Yes	1,5	128
13441	янгнонк	FSR	Residential	4	26873	High	No	0	79
13442	вепмнлнпеж	FSR	Residential	5	8080,23	Low	No	0	0
13443	вепмнлнпеж	FSR	Residential	5	9741,34	Low	No	0	415
13444	аспцюя	Qsr	Seasonal High Traffic	5	44874	High	No	0	0
13445	онлнпхе	Hotels	Residential	5	16207,29	Medium	Yes	6	0
13446	якзмвеб апъц	Hotels	Seasonal High Traffic	1	29446	High	Yes	0	389
13447	яберх бкюя	Bar	Seasonal Low/Mid Traffic	3	8967,38	Low	No	0	36,833
13448	якзмвеб апъц	Hotels	Seasonal High Traffic	1	29959,51	High	No	0	17,5
13449	онлнпхе	Cafe	Residential	5	11321,18	Medium	No	0	26
13450	пюбдю	Hotels	Seasonal Low/Mid Traffic	4	10668,9	Medium	No	0	71
13451	аъкю	Hotels	Seasonal Low/Mid Traffic	4	2943,8	Low	Yes	1	0
13452	якзмвеб апъц	Qsr	Seasonal High Traffic	2	31937,29	High	No	0	56
13453	якзмвеб апъц	FSR	Seasonal High Traffic	2	32992	High	No	0	59
13454	меяеазп	Qsr	Seasonal High Traffic	2	47408,51	High	Yes	3	395
13455	онлнпхе	Qsr	Residential	5	15332,72	Medium	No	0	0
13456	йхрем	FSR	Seasonal Low/Mid Traffic	3	7882,5	Low	Yes	3	660,083
13457	йхрем	FSR	Seasonal Low/Mid Traffic	3	5941,56	Low	No	0	1093,59
13458	йхрем	FSR	Seasonal Low/Mid Traffic	3	8499,33	Low	Yes	3	611,88
13459	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	9276,34	Low	Yes	2	608,61
13460	опхлнпяйн	Qsr	Seasonal Low/Mid Traffic	3	22687,88	Medium	No	0	374,5
13461	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	23313,78	Medium	Yes	1	0
13462	опхлнпяйн	Qsr	Seasonal Low/Mid Traffic	3	23564,28	Medium	No	0	183,5
13463	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	22687,88	Medium	Yes	6	859
13464	йхрем	FSR	Seasonal Low/Mid Traffic	3	6732,09	Low	No	0	818,083
13465	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	8248,89	Low	No	0	0
13466	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	21386,78	Medium	No	0	0
13467	пюбдю	Qsr	Seasonal Low/Mid Traffic	4	17390	Medium	No	0	0
13468	йхрем	Supermarket	Seasonal Low/Mid Traffic	3	8817,63	Low	Yes	2	0
13469	опхлнпяйн	Bar	Seasonal Low/Mid Traffic	3	19679,95	Medium	Yes	0,6	0
13470	аспцюя	Cafe	Seasonal High Traffic	4	17638,72	Medium	No	0	233,25
13471	бюпмю	Hotels	Seasonal Low/Mid Traffic	3	6443,61	Low	Yes	3	345,233
13472	аспцюя	FSR	Seasonal High Traffic	3	44248,88	High	Yes	3	326
13473	опхлнпяйн	Hotels	Seasonal Low/Mid Traffic	3	14878,45	Medium	Yes	0,7	13
13474	онлнпхе	FSR	Residential	5	22102	Medium	Yes	2	257
13475	якзмвеб апъц	Qsr	Seasonal High Traffic	1	54424,5	High	Yes	2	0
13476	бюпмю	Hotels	Urban High Traffic	3	13885,52	Medium	No	0	0
13477	пюбдю	Bar	Seasonal Low/Mid Traffic	4	6327,35	Low	Yes	3	496,5
13478	йпюмебн	FSR	Seasonal Low/Mid Traffic	5	7698,08	Low	Yes	2,5	241
13479	аюквхй	Hotels	Seasonal Low/Mid Traffic	8	7525,52	Low	Yes	1	18
13480	меяеазп	Cafe	Seasonal High Traffic	7	28718,6	High	Yes	1	0
13481	янгнонк	Bar	Residential	4	28366,41	High	No	0	30
13482	кнгемеж	Cafe	Seasonal Low/Mid Traffic	7	11430,91	Medium	Yes	1	70
13483	вепмнлнпеж	Cafe	Residential	5	17781,46	Medium	No	0	0
13484	якзмвеб апъц	Bar	Seasonal High Traffic	1	32148,25	High	Yes	5	438
13485	гкюрмх оъязжх	Cafe	Seasonal Low/Mid Traffic	3	34966,17	High	Yes	3	219
13486	кнгемеж	Qsr	Seasonal Low/Mid Traffic	7	13181,1	Medium	No	0	0
13487	пюбдю	Bar	Seasonal Low/Mid Traffic	4	13300,61	Medium	Yes	2	361,5
13488	онлнпхе	Cafe	Residential	5	11690,38	Medium	Yes	1,8	0
13489	янгнонк	Hotels	Residential	5	12799,8	Medium	Yes	1	0
13490	опхлнпяйн	Qsr	Residential	3	31060,28	High	Yes	10	0
13491	юурнонк	Bar	Rural Affordable	5	6407,04	Low	Yes	4,7	52
13492	кнгемеж	Hotels	Seasonal Low/Mid Traffic	7	11327,57	Medium	No	0	10
13493	якзмвеб апъц	FSR	Seasonal High Traffic	1	34641	High	Yes	1,5	135
13494	яб яб йнмярюмрхм х екемю	FSR	Seasonal High Traffic	4	38512,33	High	No	0	180
13495	яберх бкюя	Hotels	Seasonal Low/Mid Traffic	3	15090,6	Medium	Yes	5,5	3174
13496	янгнонк	FSR	Residential	4	26099,2	High	Yes	1	0
13497	опхлнпяйн	Qsr	Residential	3	19609	Medium	Yes	0	66
13498	яберх бкюя	Bar	Seasonal Low/Mid Traffic	4	5078,75	Low	Yes	1	24
13499	якзмвеб апъц	Bar	Seasonal High Traffic	1	32083	High	Yes	1	915,917
13500	аюквхй	Bar	Seasonal Low/Mid Traffic	6	8701,55	Low	Yes	4	0
13501	меяеазп	FSR	Seasonal High Traffic	7	30687,93	High	No	0	53,5
13502	меяеазп	Qsr	Seasonal High Traffic	2	50054,84	High	No	0	0
13503	янгнонк	FSR	Residential	4	26697,6	High	Yes	3	0
13504	янгнонк	Bar	Residential	4	22311,4	Medium	Yes	3,3	788
13505	янгнонк	Supermarket	Residential	4	24481,18	Medium	No	0	0
13506	янгнонк	Qsr	Residential	4	24481,18	Medium	Yes	4	0
13507	янгнонк	Qsr	Residential	4	26072,92	High	No	0	0
13508	янгнонк	Bar	Residential	4	20167,41	Medium	Yes	2,6	347
13509	янгнонк	Qsr	Residential	4	23295,4	Medium	Yes	0,3	75
13510	янгнонк	Bar	Residential	4	19634,75	Medium	Yes	3,3	670
13511	якзмвеб апъц	Cafe	Seasonal High Traffic	1	30640,23	High	No	0	0
13512	жюпебн	Bar	Residential	5	12192,46	Medium	Yes	4	0
13513	юурнонк	Bar	Rural Affordable	5	5865,11	Low	Yes	0,7	122,49
13514	бюпбюпю	Bar	Residential	9	6653,48	Low	Yes	2	0
13515	кнгемеж	FSR	Seasonal Low/Mid Traffic	7	12555	Medium	Yes	2	0
13516	якзмвеб апъц	FSR	Seasonal High Traffic	2	22135,89	Medium	Yes	1	0
13517	бюпмю	Hotels	Seasonal Low/Mid Traffic	5	9366,54	Low	Yes	0	336
13518	якзмвеб апъц	FSR	Seasonal High Traffic	1	50764	High	Yes	2	0
13519	якзмвеб апъц	Qsr	Seasonal High Traffic	1	58764,25	High	Yes	1	0
13520	кнгемеж	Bar	Seasonal Low/Mid Traffic	7	7161,29	Low	No	0	138
13521	меяеазп	Bar	Residential	2	15210,58	Medium	Yes	11,9	1317
13522	яхмелнпеж	Bar	Rural Affordable	6	2300,56	Low	Yes	6,3	744,99
13523	жюпебн	Bar	Residential	5	6270,57	Low	Yes	4,3	246
13524	жюпебн	Hotels	Residential	5	10951,27	Medium	Yes	2	0
13525	якзмвеб апъц	Hotels	Seasonal High Traffic	2	22636,53	Medium	Yes	1,3	147,5
13526	якзмвеб апъц	Bar	Seasonal High Traffic	1	22799,34	Medium	Yes	1,5	108
13527	юуекни	Bar	Rural Affordable	8	4534,92	Low	Yes	5,5	61
13528	юурнонк	Bar	Rural Affordable	9	5540,73	Low	Yes	4	0
13529	вепмнлнпеж	Bar	Seasonal Low/Mid Traffic	5	15104,39	Medium	Yes	1,5	75
13530	онлнпхе	Cafe	Residential	5	18734,56	Medium	No	0	0
13531	онлнпхе	Bar	Residential	5	18983,36	Medium	No	0	200
13532	вепмнлнпеж	Qsr	Seasonal Low/Mid Traffic	5	6634,34	Low	Yes	3,5	230
13533	вепмнлнпеж	Hotels	Seasonal Low/Mid Traffic	5	7858,6	Low	Yes	1	0
13534	пюбдю	Qsr	Seasonal Low/Mid Traffic	4	14585,11	Medium	No	0	0
13535	пюбдю	Qsr	Seasonal Low/Mid Traffic	4	16512	Medium	Yes	1	0
13536	онлнпхе	Cafe	Residential	5	13925,22	Medium	Yes	1	0
13537	онлнпхе	FSR	Residential	5	14720,23	Medium	Yes	3,5	351
13538	онлнпхе	Bar	Residential	5	13925,22	Medium	No	0	0
13539	гкюрмх оъязжх	Bar	Seasonal Low/Mid Traffic	3	8922,57	Low	Yes	0,7	0
13540	гкюрмх оъязжх	Cafe	Seasonal Low/Mid Traffic	3	35452,17	High	Yes	1	94,5
13541	онлнпхе	FSR	Residential	5	19948,16	Medium	Yes	1,5	39
13542	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	4988,61	Low	Yes	1	38
13543	яхмелнпеж	Qsr	Rural Affordable	6	6500,43	Low	No	0	60
13544	опхлнпяйн	FSR	Residential	3	8371,89	Low	Yes	1	0
13545	юурнонк	FSR	Rural Affordable	5	7576,74	Low	Yes	1	0
13546	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	16858,64	Medium	No	0	0
13547	юурнонк	Qsr	Rural Affordable	5	7876,35	Low	Yes	1	0
13548	яберх бкюя	Cafe	Seasonal Low/Mid Traffic	3	20361,89	Medium	Yes	0,7	0
13549	янгнонк	Bar	Residential	4	24900,04	Medium	Yes	5,9	0
13550	пюбдю	Hotels	Seasonal Low/Mid Traffic	4	13387,09	Medium	No	0	0
13551	ьйнпохкнбжх	FSR	Seasonal Low/Mid Traffic	7	5182,82	Low	Yes	3	0
13552	янгнонк	Qsr	Residential	4	38746,25	High	No	0	95
13553	ьйнпохкнбжх	Qsr	Seasonal Low/Mid Traffic	7	5543,94	Low	No	0	91
13554	жюпебн	Qsr	Residential	5	13545	Medium	No	0	0
13555	яхмелнпеж	FSR	Rural Affordable	6	6342,15	Low	No	0	0
13556	опхлнпяйн	Bar	Seasonal Low/Mid Traffic	3	23313,78	Medium	Yes	3	0
13557	меяеазп	Qsr	Seasonal Low/Mid Traffic	2	9342,57	Low	No	0	15
13558	гкюрмх оъязжх	Cafe	Seasonal Low/Mid Traffic	3	7327,58	Low	Yes	1	0
13559	нагнп	Cafe	Seasonal Low/Mid Traffic	5	871,25	Low	Yes	2,5	433
13560	якзмвеб апъц	Qsr	Seasonal High Traffic	1	28399,66	High	Yes	1	0
13561	онлнпхе	Cafe	Residential	5	18492	Medium	Yes	1,5	39
13562	якзмвеб апъц	Bar	Seasonal High Traffic	1	39563,03	High	Yes	1	0
13563	якзмвеб апъц	Qsr	Urban High Traffic	1	37934,5	High	Yes	2,3	207
13564	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	8489,92	Low	Yes	1,5	125
13565	пюбдю	Qsr	Seasonal Low/Mid Traffic	4	14119,38	Medium	Yes	1,5	79
13566	янгнонк	Hotels	Residential	5	14213,86	Medium	No	0	61
13567	аспцюя	Cafe	Seasonal High Traffic	3	55290,12	High	Yes	0,7	44
13568	нагнп	Cafe	Seasonal Low/Mid Traffic	5	17622,77	Medium	No	0	0
13569	бюпмю	FSR	Seasonal Low/Mid Traffic	3	17032,77	Medium	No	0	0
13570	аюквхй	FSR	Seasonal Low/Mid Traffic	6	14246,4	Medium	Yes	5,3	909
13571	меяеазп	Cafe	Seasonal High Traffic	2	49869,57	High	No	0	152
13572	якзмвеб апъц	FSR	Seasonal High Traffic	1	44736,67	High	Yes	2	0
13573	опхлнпяйн	Qsr	Residential	3	27673,51	High	No	0	0
13574	бюпмю	Bar	Seasonal Low/Mid Traffic	3	27453,27	High	Yes	0	115
13575	онлнпхе	Qsr	Residential	5	18570,38	Medium	Yes	2	179,5
13576	янгнонк	Hotels	Seasonal Low/Mid Traffic	5	5684,94	Low	Yes	2	0
13577	гкюрмх оъязжх	FSR	Seasonal Low/Mid Traffic	3	29259	High	Yes	5	219,667
13578	якзмвеб апъц	Hotels	Seasonal High Traffic	2	24540	Medium	Yes	5,6	67
13579	якзмвеб апъц	Qsr	Seasonal High Traffic	1	42051	High	No	0	33
13580	бюпмю	Supermarket	Seasonal High Traffic	1	43595,8	High	Yes	4,7	948
13581	вепмнлнпеж	Qsr	Residential	9	5463,28	Low	Yes	1	96
13582	кнгемеж	Bar	Seasonal Low/Mid Traffic	3	9319,5	Low	No	0	106
13583	янгнонк	Bar	Residential	4	21095,27	Medium	Yes	6,8	129
13584	якзмвеб апъц	Bar	Seasonal High Traffic	2	22201,25	Medium	Yes	0,3	79
13585	якзмвеб апъц	Bar	Seasonal High Traffic	2	10331,33	Low	Yes	0,6	127
13586	якзмвеб апъц	Bar	Seasonal High Traffic	1	46330,63	High	Yes	1	0
13587	якзмвеб апъц	FSR	Seasonal High Traffic	1	31437	High	No	0	0
13588	опхлнпяйн	FSR	Residential	3	12395,25	Medium	Yes	2,5	0
13589	меяеазп	Qsr	Seasonal Low/Mid Traffic	4	12474,58	Medium	Yes	1	10
13590	яб яб йнмярюмрхм х екемю	Hotels	Seasonal High Traffic	4	37053,27	High	Yes	5	0
13591	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	9	6651,62	Low	Yes	2,5	0
13592	меяеазп	Qsr	Seasonal High Traffic	2	50054,84	High	No	0	0
13593	меяеазп	FSR	Seasonal High Traffic	2	37936,45	High	Yes	1	47
13594	гкюрмх оъязжх	Hotels	Seasonal Low/Mid Traffic	3	28176,67	High	Yes	2	0
13595	гкюрмх оъязжх	FSR	Seasonal Low/Mid Traffic	3	34570,13	High	Yes	1,7	0
