Customer	City	Channel	Segment	Urbanicity	Traffic	Traffic Index	Equipment (Y/N)	# of doors	Sales 2025 CS
12989	бюпмю	FSR	Seasonal Low/Mid Traffic	3	12127,78	Medium	Yes	3,8	186,958
12990	кнгемеж	Qsr	Seasonal Low/Mid Traffic	7	14356,8	Medium	No	0	68,5
12991	жюпебн	FSR	Residential	5	5606,33	Low	Yes	2	251
12992	янгнонк	Cafe	Residential	4	30046,1	High	Yes	0,7	0
12993	жюпебн	Bar	Residential	5	5916,53	Low	Yes	3,9	552,48
12994	жюпебн	Cafe	Seasonal Low/Mid Traffic	10	4783,26	Low	Yes	2	123
12995	бюпмю	Bar	Seasonal High Traffic	1	93294,14	High	Yes	4,3	3600
12996	жюпебн	Bar	Residential	5	10255,11	Low	Yes	10,6	26
12997	нагнп	Hotels	Seasonal Low/Mid Traffic	5	17492,95	Medium	Yes	3	204
12998	аюквхй	Hotels	Seasonal Low/Mid Traffic	5	13823,29	Medium	Yes	1	83
12999	аюквхй	Bar	Seasonal Low/Mid Traffic	7	2141,06	Low	Yes	4,2	445,501
13000	яхмелнпеж	FSR	Rural Affordable	6	6500,43	Low	Yes	1,3	0
13001	вепмнлнпеж	FSR	Residential	5	6381,38	Low	Yes	5	713
13002	якзмвеб апъц	Qsr	Seasonal High Traffic	1	35914	High	Yes	4	0
13003	вепмнлнпеж	FSR	Residential	9	812,69	Low	No	0	0
13004	бюпмю	Hotels	Seasonal Low/Mid Traffic	3	17353,35	Medium	Yes	1	190
13005	онлнпхе	Cafe	Seasonal High Traffic	5	13054,58	Medium	Yes	5	0
13006	онлнпхе	Supermarket	Residential	5	15058,55	Medium	Yes	1	627,5
13007	онлнпхе	Bar	Residential	5	13615,62	Medium	No	0	0
13008	бюпмю	Hotels	Seasonal High Traffic	3	23136,11	Medium	No	0	154
13009	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	33312	High	Yes	4	548,333
13010	яхмелнпеж	FSR	Rural Affordable	6	6342,15	Low	No	0	0
13011	якзмвеб апъц	Bar	Seasonal Low/Mid Traffic	3	15721,2	Medium	Yes	2,8	1676
13012	юурнонк	Cafe	Rural Affordable	5	6534,92	Low	Yes	2	66
13013	бюпмю	Cafe	Seasonal Low/Mid Traffic	3	31797,31	High	Yes	1	317
13014	аспцюя	Qsr	Seasonal High Traffic	3	45873	High	Yes	0	292,968
13015	янгнонк	FSR	Residential	4	26099,2	High	Yes	2	0
13016	янгнонк	Supermarket	Residential	4	17916,65	Medium	Yes	1,5	323,25
13017	онлнпхе	Hotels	Residential	5	21888,6	Medium	Yes	1	86
13018	бюпмю	Hotels	Seasonal High Traffic	3	28483,48	High	Yes	2,1	318
13019	юурнонк	FSR	Rural Affordable	5	5884,5	Low	Yes	3	42
13020	опхлнпяйн	Supermarket	Residential	3	13904,17	Medium	Yes	7,4	1220,5
13021	меяеазп	Qsr	Seasonal Low/Mid Traffic	2	21554,84	Medium	Yes	2	235
13022	нагнп	Qsr	Seasonal Low/Mid Traffic	5	24940,84	Medium	Yes	2	133
13023	якзмвеб апъц	Bar	Residential	1	26637,67	High	No	0	0
13024	опхлнпяйн	Hotels	Residential	3	14871,44	Medium	Yes	1	0
13025	якзмвеб апъц	Hotels	Seasonal High Traffic	1	27422	High	Yes	1	0
13026	янгнонк	FSR	Residential	4	27737,8	High	Yes	3	104
13027	бюпмю	Bar	Seasonal High Traffic	1	111144,5	High	Yes	7,6	0
13028	аюквхй	Cafe	Seasonal Low/Mid Traffic	6	5743	Low	No	0	0
13029	йхрем	Cafe	Seasonal Low/Mid Traffic	3	12890,75	Medium	No	0	290
13030	йхрем	Supermarket	Seasonal Low/Mid Traffic	3	14235,16	Medium	Yes	6,5	882,583
13031	бюпбюпю	Hotels	Residential	10	7354,06	Low	No	0	0
13032	кнгемеж	Hotels	Seasonal Low/Mid Traffic	7	9249,79	Low	Yes	3,5	547
13033	бюпмю	Bar	Seasonal Low/Mid Traffic	3	23801,77	Medium	Yes	3	0
13034	яберх бкюя	Supermarket	Seasonal Low/Mid Traffic	4	6565,44	Low	Yes	3	925
13035	янгнонк	FSR	Residential	4	32558,76	High	Yes	2	0
13036	янгнонк	FSR	Residential	4	28473,43	High	Yes	3	150
13037	янгнонк	FSR	Residential	4	38407,89	High	Yes	0	217
13038	янгнонк	FSR	Residential	4	37032,2	High	No	0	172
13039	ьйнпохкнбжх	FSR	Seasonal Low/Mid Traffic	7	4577,53	Low	Yes	1,7	45
13040	бюпмю	FSR	Seasonal High Traffic	3	25328,61	Medium	Yes	2,5	0
13041	яберх бкюя	Supermarket	Seasonal Low/Mid Traffic	4	8321,6	Low	Yes	2,5	255,833
13042	янгнонк	FSR	Residential	4	36297,16	High	Yes	8	0
13043	вепмнлнпеж	FSR	Residential	9	624,73	Low	Yes	1	27
13044	аспцюя	Hotels	Residential	7	700,57	Low	Yes	4,5	0
13045	янгнонк	FSR	Residential	4	41346	High	Yes	1,5	188
13046	аспцюя	Bar	Residential	7	16239,35	Medium	Yes	1	438,25
13047	аспцюя	FSR	Residential	6	3733,27	Low	Yes	1,5	581
13048	опхлнпяйн	FSR	Residential	3	26162	High	No	0	0
13049	ьйнпохкнбжх	Supermarket	Seasonal Low/Mid Traffic	7	5698,59	Low	Yes	2	1157,642
13050	янгнонк	Supermarket	Residential	5	8645,68	Low	Yes	6	1208
13051	якзмвеб апъц	Cafe	Seasonal High Traffic	1	33078,12	High	Yes	1	0
13052	гюаепмнбн	FSR	Rural Affordable	10	89,57	Low	Yes	1	0
13053	йнкюпжх	Cafe	Rural Affordable	9	1496,88	Low	Yes	1	112
13054	юуекни	Bar	Rural Affordable	6	1962,05	Low	Yes	1	0
13055	аспцюя	Cafe	Urban High Traffic	3	31625,33	High	Yes	1	155,5
13056	ьйнпохкнбжх	Supermarket	Seasonal Low/Mid Traffic	7	5406,15	Low	Yes	1	0
13057	янгнонк	FSR	Residential	4	41346	High	No	0	0
13058	бюпмю	Cafe	Seasonal Low/Mid Traffic	3	8530,88	Low	Yes	1,5	220
13059	янгнонк	Supermarket	Seasonal Low/Mid Traffic	5	10899,78	Medium	Yes	4,7	1475
13060	онлнпхе	FSR	Residential	5	13925,22	Medium	No	0	0
13061	онлнпхе	Hotels	Residential	5	17721,09	Medium	Yes	1	0
13062	кнгемеж	Cafe	Seasonal Low/Mid Traffic	7	12357,84	Medium	Yes	2,7	65
13063	меяеазп	Cafe	Seasonal High Traffic	2	50054,84	High	No	0	70
13064	ьйнпохкнбжх	Supermarket	Seasonal Low/Mid Traffic	7	3101,26	Low	Yes	1,5	293
13065	опхлнпяйн	Supermarket	Seasonal Low/Mid Traffic	3	9207,29	Low	Yes	2	237
13066	пюбдю	FSR	Seasonal Low/Mid Traffic	4	11008,5	Medium	Yes	3	306
13067	опхлнпяйн	Bar	Seasonal Low/Mid Traffic	3	23313,78	Medium	Yes	2	0
13068	опхлнпяйн	Bar	Seasonal Low/Mid Traffic	3	23313,78	Medium	No	0	945
13069	якзмвеб апъц	Supermarket	Seasonal High Traffic	2	24062,88	Medium	Yes	4,5	436,24
13070	гкюрмх оъязжх	Qsr	Seasonal Low/Mid Traffic	3	33812	High	Yes	5,6	585,667
13071	йхрем	Hotels	Seasonal Low/Mid Traffic	3	9921,24	Low	Yes	2	0
13072	яберх бкюя	Hotels	Seasonal Low/Mid Traffic	3	9830,89	Low	Yes	1	0
13073	янгнонк	Bar	Residential	4	23848,18	Medium	Yes	1	1798
13074	вепмнлнпеж	Hotels	Residential	5	20047,61	Medium	Yes	3	443
13075	йхрем	Supermarket	Seasonal Low/Mid Traffic	3	11406,34	Medium	Yes	4,2	461
13076	япедеж	Cafe	Rural Affordable	6	2273,6	Low	Yes	1	0
13077	бюпмю	Hotels	Seasonal High Traffic	3	31741,4	High	Yes	2	61
13078	бюпмю	Hotels	Seasonal High Traffic	3	30227,44	High	Yes	1	70
13079	пюбдю	FSR	Seasonal Low/Mid Traffic	4	18205,89	Medium	Yes	1	35
13080	пюбдю	FSR	Seasonal Low/Mid Traffic	4	5403,91	Low	Yes	1	133
13081	пюбдю	Hotels	Seasonal Low/Mid Traffic	4	11597,74	Medium	Yes	1,7	0
13082	юкаемю	Cafe	Seasonal Low/Mid Traffic	6	10741,96	Medium	Yes	2	58
13083	юкаемю	Cafe	Seasonal Low/Mid Traffic	5	8917,35	Low	Yes	0,3	0
13084	йпюмебн	Hotels	Seasonal Low/Mid Traffic	5	11756,5	Medium	No	0	0
13085	йпюмебн	FSR	Seasonal Low/Mid Traffic	5	9619,73	Low	Yes	5	0
13086	бюпмю	FSR	Seasonal High Traffic	1	45586,88	High	No	0	564
13087	аспцюя	FSR	Urban High Traffic	3	70743,6	High	Yes	1,5	210
13088	бюпмю	Bar	Seasonal Low/Mid Traffic	3	15818,53	Medium	No	0	0
13089	жюпебн	FSR	Residential	5	11405,67	Medium	Yes	0	0
13090	пюбдю	FSR	Seasonal Low/Mid Traffic	4	12635,92	Medium	Yes	1	177
13091	якзмвеб апъц	Cafe	Seasonal High Traffic	1	42012,16	High	Yes	0,7	141
13092	меяеазп	Cafe	Residential	2	41345,76	High	Yes	1	18
13093	пюбдю	Qsr	Seasonal Low/Mid Traffic	4	17846,41	Medium	No	0	0
13094	янгнонк	Cafe	Residential	4	25858,56	High	Yes	2	11
13095	онлнпхе	FSR	Residential	5	19470,76	Medium	Yes	2	0
13096	яберх бкюя	FSR	Seasonal Low/Mid Traffic	3	11675,9	Medium	Yes	3	278
13097	янгнонк	Supermarket	Residential	4	31117	High	No	0	35
13098	пюбдю	FSR	Seasonal Low/Mid Traffic	4	13709,3	Medium	Yes	6	336
13099	бюпмю	Cafe	Seasonal High Traffic	1	39469,29	High	Yes	2,1	0
13100	бюпмю	Bar	Seasonal High Traffic	1	51303,32	High	No	0	0
13101	жюпебн	Supermarket	Residential	5	16439,5	Medium	Yes	3	978,6
13102	нагнп	Cafe	Seasonal Low/Mid Traffic	5	21155,83	Medium	No	0	64
13103	яберх бкюя	Hotels	Seasonal Low/Mid Traffic	3	15919,78	Medium	No	0	38
13104	кнгемеж	Cafe	Seasonal Low/Mid Traffic	7	11327,57	Medium	Yes	1,6	129,333
13105	якзмвеб апъц	Qsr	Seasonal High Traffic	1	35914	High	Yes	1	212
13106	яберх бкюя	Qsr	Seasonal Low/Mid Traffic	3	21832	Medium	No	0	129,417
13107	опхлнпяйн	Qsr	Seasonal Low/Mid Traffic	3	23313,78	Medium	No	0	124
13108	меяеазп	Cafe	Seasonal High Traffic	2	37736,88	High	Yes	1	51
13109	бюпмю	FSR	Seasonal Low/Mid Traffic	3	17255,27	Medium	Yes	4	232
13110	меяеазп	FSR	Residential	2	24876,67	Medium	Yes	6	361
13111	йхрем	Supermarket	Seasonal Low/Mid Traffic	3	14136,67	Medium	Yes	3,7	680,43
13112	вепмнлнпеж	FSR	Residential	5	6447,79	Low	Yes	6,3	0
13113	янгнонк	FSR	Residential	5	15343,93	Medium	Yes	3	68
13114	аюквхй	FSR	Seasonal Low/Mid Traffic	6	15792,59	Medium	Yes	4,5	452
13115	бюпмю	FSR	Seasonal Low/Mid Traffic	6	3376	Low	Yes	3	127
13116	яберх бкюя	Cafe	Seasonal Low/Mid Traffic	3	13298,92	Medium	No	0	0
13117	яхмелнпеж	FSR	Rural Affordable	6	4029,5	Low	No	0	0
13118	яхмелнпеж	Bar	Rural Affordable	6	2435,88	Low	No	0	0
13119	пюбдю	Supermarket	Seasonal Low/Mid Traffic	4	17846,41	Medium	Yes	4,2	737,334
13120	нагнп	Qsr	Seasonal Low/Mid Traffic	5	20501,88	Medium	Yes	20	112
13121	меяеазп	Supermarket	Seasonal High Traffic	2	50054,84	High	Yes	3,7	1209,08
13122	яб яб йнмярюмрхм х екемю	FSR	Seasonal High Traffic	4	17170	Medium	Yes	2	150
13123	бюпмю	Bar	Seasonal Low/Mid Traffic	3	15448,39	Medium	No	0	0
13124	бюпмю	FSR	Seasonal Low/Mid Traffic	3	17176,4	Medium	No	0	0
13125	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	32494,26	High	No	0	2819
13126	янгнонк	FSR	Residential	4	29492,89	High	Yes	5,5	0
13127	янгнонк	Bar	Residential	4	26617,85	High	No	0	1115
13128	пюбдю	Supermarket	Seasonal Low/Mid Traffic	4	13790,23	Medium	No	0	434
13129	янгнонк	Bar	Residential	4	27493,1	High	No	0	0
13130	аюквхй	Bar	Seasonal Low/Mid Traffic	5	9042,4	Low	Yes	2	90
13131	бюпмю	Hotels	Seasonal High Traffic	3	14260,62	Medium	Yes	3,4	432
13132	янгнонк	Supermarket	Residential	4	18079,09	Medium	Yes	3	862
13133	опхлнпяйн	Supermarket	Residential	3	11013,23	Medium	Yes	3,2	5522,165
13134	кнгемеж	Supermarket	Seasonal Low/Mid Traffic	7	12841,28	Medium	Yes	3,5	339,583
13135	кнгемеж	Supermarket	Seasonal Low/Mid Traffic	7	12897,13	Medium	Yes	2	0
13136	янгнонк	Supermarket	Residential	4	31189,62	High	Yes	3	308
13137	аюквхй	Cafe	Seasonal Low/Mid Traffic	6	14676,21	Medium	Yes	0,7	0
13138	аюквхй	Cafe	Seasonal Low/Mid Traffic	6	15475,25	Medium	No	0	0
13139	опхлнпяйн	Qsr	Seasonal Low/Mid Traffic	3	20584,76	Medium	Yes	2	0
13140	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	18534	Medium	Yes	1,5	0
13141	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	23313,78	Medium	Yes	4	748
13142	нагнп	Hotels	Seasonal Low/Mid Traffic	5	16604,66	Medium	No	0	123
13143	йхрем	Hotels	Seasonal Low/Mid Traffic	3	11021,05	Medium	Yes	1	0
13144	меяеазп	Bar	Seasonal High Traffic	2	32855,44	High	Yes	1	0
13145	янгнонк	FSR	Residential	4	26099,2	High	Yes	2,7	0
13146	янгнонк	Bar	Residential	4	27312,55	High	Yes	5	192
13147	янгнонк	FSR	Residential	4	23451,66	Medium	Yes	1	0
13148	меяеазп	FSR	Seasonal High Traffic	7	28718,6	High	Yes	4	440,5
13149	меяеазп	FSR	Residential	2	42700,78	High	Yes	5	0
13150	яберх бкюя	Bar	Seasonal Low/Mid Traffic	4	12930,53	Medium	Yes	4,5	875
13151	бюпмю	FSR	Seasonal High Traffic	3	31409,45	High	Yes	2,7	47
13152	йпюмебн	Supermarket	Seasonal Low/Mid Traffic	5	17003,4	Medium	Yes	0,7	0
13153	яхмелнпеж	FSR	Rural Affordable	8	6722	Low	Yes	3	32
13154	бюпмю	Hotels	Seasonal High Traffic	4	18441,59	Medium	Yes	5	89
13155	кнгемеж	Bar	Seasonal Low/Mid Traffic	7	6442,69	Low	Yes	2	0
13156	йхрем	Bar	Seasonal Low/Mid Traffic	3	11563,84	Medium	Yes	7	303
13157	янгнонк	Supermarket	Residential	4	39495,23	High	Yes	2	813,13
13158	опхлнпяйн	Hotels	Residential	3	19605,16	Medium	Yes	2,9	0
13159	янгнонк	Supermarket	Residential	4	27443,18	High	No	0	212
13160	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	20407,33	Medium	Yes	2	0
13161	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	49817,84	High	No	0	1033,917
13162	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	58764,25	High	Yes	1	1717,896
13163	кнгемеж	Bar	Seasonal Low/Mid Traffic	7	6442,69	Low	Yes	4	0
13164	вепмнлнпеж	Supermarket	Seasonal Low/Mid Traffic	5	23005,3	Medium	Yes	4,5	993
13165	янгнонк	Qsr	Residential	4	31047,42	High	No	0	0
13166	якзмвеб апъц	Bar	Seasonal High Traffic	1	45446,75	High	Yes	1	0
13167	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	38905,78	High	Yes	3	46
13168	якзмвеб апъц	Hotels	Seasonal High Traffic	1	22234,34	Medium	Yes	1	11
13169	якзмвеб апъц	Hotels	Seasonal High Traffic	1	27200,18	High	No	0	0
13170	якзмвеб апъц	Qsr	Seasonal High Traffic	1	48943,5	High	Yes	1	175,5
13171	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	20489,25	Medium	Yes	1,3	217
13172	йхрем	FSR	Seasonal Low/Mid Traffic	3	17154,69	Medium	No	0	696
13173	вепмнлнпеж	Qsr	Residential	5	16673,17	Medium	No	0	22
13174	пюбдю	FSR	Seasonal Low/Mid Traffic	4	14395,5	Medium	Yes	6,5	897
13175	бюпмю	Bar	Seasonal Low/Mid Traffic	3	12674,47	Medium	Yes	3	171
13176	йхрем	Qsr	Seasonal Low/Mid Traffic	3	20923,5	Medium	No	0	569,833
13177	якзмвеб апъц	Qsr	Seasonal High Traffic	1	23559,25	Medium	Yes	1,5	669
13178	якзмвеб апъц	FSR	Seasonal High Traffic	1	25224,13	Medium	Yes	1	0
13179	опхлнпяйн	Supermarket	Residential	3	14005	Medium	Yes	5,2	0
13180	аюквхй	Bar	Seasonal Low/Mid Traffic	6	11435,15	Medium	Yes	1,7	0
13181	аюквхй	Bar	Seasonal Low/Mid Traffic	6	11285,19	Medium	Yes	1,6	777
13182	йпюмебн	Qsr	Seasonal Low/Mid Traffic	5	13992,32	Medium	Yes	3,8	221
13183	яберх бкюя	Hotels	Seasonal Low/Mid Traffic	3	18913,87	Medium	Yes	1	0
13184	аспцюя	FSR	Residential	5	2047	Low	Yes	3	160
13185	меяеазп	Cafe	Seasonal High Traffic	2	28718,6	High	Yes	1	41
13186	меяеазп	Cafe	Residential	2	19440,13	Medium	No	0	0
13187	якзмвеб апъц	Bar	Seasonal High Traffic	2	14969,41	Medium	Yes	1	0
13188	яберх бкюя	FSR	Seasonal Low/Mid Traffic	4	19255,18	Medium	Yes	2	166
13189	янгнонк	Qsr	Residential	4	22634,67	Medium	Yes	1	0
13190	вепмнлнпеж	Bar	Residential	5	20636,41	Medium	Yes	3,9	0
13191	яхмелнпеж	Supermarket	Rural Affordable	8	6454,85	Low	No	0	0
13192	аспцюя	Hotels	Residential	7	572,18	Low	Yes	3,5	42
13193	яб яб йнмярюмрхм х екемю	FSR	Seasonal High Traffic	4	38923,37	High	Yes	4	120
13194	йхрем	Hotels	Seasonal Low/Mid Traffic	3	9393,38	Low	Yes	2	0
13195	бюпмю	Hotels	Seasonal Low/Mid Traffic	3	23437,05	Medium	Yes	1,4	378
13196	бюпмю	Hotels	Seasonal Low/Mid Traffic	3	6443,61	Low	Yes	1	119
13197	опхлнпяйн	Qsr	Residential	3	27822	High	Yes	1	60,083
13198	кнгемеж	Hotels	Residential	5	13016,67	Medium	Yes	5	189
13199	опхлнпяйн	Supermarket	Seasonal Low/Mid Traffic	3	25599,26	High	No	0	0
13200	янгнонк	Hotels	Residential	5	3598,4	Low	Yes	4	12
13201	меяеазп	FSR	Seasonal High Traffic	2	36296,82	High	Yes	1	87
13202	онлнпхе	Qsr	Residential	5	17947,17	Medium	Yes	1	20
13203	яберх бкюя	Bar	Seasonal Low/Mid Traffic	4	8861,17	Low	Yes	1,7	11
13204	опхлнпяйн	Supermarket	Residential	10	11867,85	Medium	Yes	2	0
13205	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	23313,78	Medium	Yes	2	0
13206	янгнонк	Cafe	Residential	4	36140,75	High	No	0	0
13207	онлнпхе	Bar	Residential	5	17112,6	Medium	No	0	0
13208	якзмвеб апъц	Qsr	Seasonal High Traffic	1	33478,5	High	No	0	127
13209	нагнп	Bar	Seasonal Low/Mid Traffic	5	20729,68	Medium	Yes	2,6	50,832
13210	ьйнпохкнбжх	Cafe	Seasonal Low/Mid Traffic	7	3698,3	Low	Yes	1,5	0
13211	яберх бкюя	Bar	Seasonal Low/Mid Traffic	3	12883,78	Medium	Yes	2,5	51
13212	якзмвеб апъц	Bar	Seasonal High Traffic	5	28351,48	High	Yes	2	175
13213	екемхре	Hotels	Seasonal Low/Mid Traffic	7	2866,13	Low	Yes	6,5	0
13214	нагнп	Bar	Seasonal Low/Mid Traffic	5	17813,05	Medium	Yes	2,5	190,5
13215	гкюрмх оъязжх	Hotels	Seasonal Low/Mid Traffic	3	6073,73	Low	Yes	3	189
13216	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	36224	High	Yes	3	275
13217	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	57660,15	High	Yes	5,5	950,133
13218	азкцюпебн	FSR	Seasonal Low/Mid Traffic	8	6060,76	Low	Yes	3	609,665
13219	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	48846,67	High	Yes	7,2	2053,458
13220	опхлнпяйн	Hotels	Seasonal Low/Mid Traffic	3	13633,72	Medium	Yes	1	92,042
13221	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	31682,89	High	Yes	4	1043
13222	меяеазп	Qsr	Residential	2	33754,67	High	Yes	1	90
13223	яберх бкюя	Supermarket	Seasonal Low/Mid Traffic	4	20543,71	Medium	Yes	2	0
13224	йньюпхжю	Hotels	Seasonal High Traffic	1	1593,78	Low	Yes	1	0
13225	яберх бкюя	Hotels	Seasonal Low/Mid Traffic	3	13364	Medium	Yes	1	98
13226	бюпмю	Supermarket	Seasonal Low/Mid Traffic	4	8002,78	Low	Yes	3	54,916
13227	бюпмю	FSR	Seasonal Low/Mid Traffic	6	2695,65	Low	Yes	4,5	281
13228	пюбдю	Cafe	Seasonal Low/Mid Traffic	4	15374,42	Medium	Yes	1	0
13229	аспцюя	FSR	Seasonal High Traffic	3	29282,88	High	Yes	0,7	0
13230	меяеазп	FSR	Seasonal High Traffic	7	28718,6	High	Yes	1,7	0
13231	якзмвеб апъц	Bar	Seasonal High Traffic	1	19098,42	Medium	Yes	7,5	1174
13232	нагнп	Qsr	Seasonal Low/Mid Traffic	5	5746,34	Low	Yes	0	0
13233	ьйнпохкнбжх	FSR	Seasonal Low/Mid Traffic	7	1381,45	Low	Yes	18,7	2024,837
13234	бюпмю	FSR	Seasonal High Traffic	1	30872,33	High	No	0	401,958
13235	бюпмю	Supermarket	Seasonal Low/Mid Traffic	3	11963,17	Medium	Yes	7,7	140,334
13236	якзмвеб апъц	Supermarket	Seasonal High Traffic	1	30831,13	High	Yes	3	0
13237	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	22372,4	Medium	Yes	3	0
13238	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	23313,78	Medium	Yes	1	0
13239	жюпебн	FSR	Residential	5	5606,33	Low	No	0	0
13240	нагнп	FSR	Seasonal Low/Mid Traffic	5	18516,79	Medium	Yes	0	217
13241	ьйнпохкнбжх	Bar	Seasonal Low/Mid Traffic	7	5066,83	Low	Yes	2	130
13242	аспцюя	Cafe	Urban High Traffic	3	54521,25	High	Yes	2,3	439
13243	аспцюя	FSR	Urban High Traffic	3	50482,5	High	Yes	4,3	282,5
13244	аспцюя	Qsr	Seasonal High Traffic	3	50501	High	No	0	0
13245	юурнонк	Bar	Seasonal Low/Mid Traffic	5	7056,85	Low	Yes	1	129
13246	якзмвеб апъц	Qsr	Seasonal High Traffic	1	31001,66	High	No	0	974
13247	якзмвеб апъц	Cafe	Seasonal High Traffic	1	29041	High	Yes	1	0
13248	нагнп	FSR	Seasonal Low/Mid Traffic	5	20979,85	Medium	Yes	1	0
13249	йюбюпмю	Supermarket	Seasonal Low/Mid Traffic	9	1235,23	Low	Yes	6,2	0
13250	рнонкю	Supermarket	Seasonal Low/Mid Traffic	6	5196,2	Low	Yes	4	1242,5
13251	янгнонк	Qsr	Residential	4	25933,84	High	No	0	0
13252	янгнонк	Qsr	Residential	4	33101	High	Yes	1	0
13253	янгнонк	Qsr	Residential	4	33665,63	High	Yes	1	69
13254	яб яб йнмярюмрхм х екемю	Qsr	Urban High Traffic	1	146139	High	Yes	1,5	107
13255	бюпмю	Hotels	Seasonal High Traffic	4	26104,3	High	No	0	45
13256	аспцюя	Cafe	Urban High Traffic	3	73766,26	High	No	0	39
13257	опхлнпяйн	FSR	Residential	3	22371,5	Medium	Yes	2	195
13258	йхрем	FSR	Seasonal Low/Mid Traffic	3	10508	Medium	Yes	2	33,83
13259	йхрем	Bar	Seasonal Low/Mid Traffic	3	10852,26	Medium	No	0	0
13260	бюпмю	Qsr	Urban High Traffic	1	146139	High	No	0	0
13261	бюпмю	Qsr	Urban High Traffic	1	146139	High	No	0	0
13262	опхлнпяйн	Supermarket	Residential	3	14130,5	Medium	Yes	2	232,582
13263	ьйнпохкнбжх	Qsr	Seasonal Low/Mid Traffic	7	5698,59	Low	Yes	1	77
13264	якзмвеб апъц	Cafe	Seasonal High Traffic	1	29223,57	High	Yes	1	0
13265	якзмвеб апъц	Qsr	Seasonal High Traffic	1	44852,67	High	Yes	2	559
13266	якзмвеб апъц	Qsr	Seasonal High Traffic	1	31001,66	High	No	0	125
13267	якзмвеб апъц	Qsr	Seasonal High Traffic	1	31078,75	High	No	0	0
13268	якзмвеб апъц	Qsr	Seasonal High Traffic	1	15195	Medium	No	0	0
13269	йхрем	FSR	Seasonal Low/Mid Traffic	3	16758,09	Medium	Yes	4	344
13270	екемхре	FSR	Seasonal Low/Mid Traffic	4	4093,45	Low	Yes	2	63
13271	аспцюя	Qsr	Seasonal High Traffic	3	54187,5	High	Yes	0,3	0
13272	аспцюя	Cafe	Urban High Traffic	3	50562,34	High	Yes	1	165
13273	яберх бкюя	Cafe	Seasonal Low/Mid Traffic	3	13608,69	Medium	Yes	4	172
13274	опхлнпяйн	Bar	Seasonal Low/Mid Traffic	3	23313,78	Medium	No	0	0
13275	йхрем	FSR	Seasonal Low/Mid Traffic	3	16197,77	Medium	No	0	0
13276	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	20014,25	Medium	Yes	4,7	0
13277	якзмвеб апъц	Qsr	Seasonal High Traffic	1	58566,5	High	Yes	1,7	0
13278	кнгемеж	FSR	Seasonal Low/Mid Traffic	7	12357,84	Medium	Yes	2,5	0
13279	опхлнпяйн	Supermarket	Residential	3	13904,17	Medium	Yes	2,5	210,5
13280	опхлнпяйн	Supermarket	Residential	3	22847,34	Medium	Yes	3,5	169
13281	яберх бкюя	Bar	Seasonal Low/Mid Traffic	4	14638,05	Medium	No	0	257
13282	янгнонк	Hotels	Residential	4	20381,92	Medium	Yes	0,7	0
13283	меяеазп	Cafe	Seasonal Low/Mid Traffic	2	20735,72	Medium	Yes	0,7	0
13284	опхлнпяйн	Supermarket	Seasonal Low/Mid Traffic	3	13295,83	Medium	Yes	2,5	200
13285	ьйнпохкнбжх	Qsr	Seasonal Low/Mid Traffic	7	5789,94	Low	No	0	0
13286	нагнп	FSR	Seasonal Low/Mid Traffic	5	17293,27	Medium	Yes	2	49,875
13287	яберх бкюя	Cafe	Seasonal Low/Mid Traffic	3	16718,6	Medium	Yes	2	365
13288	нагнп	FSR	Seasonal Low/Mid Traffic	5	25288,5	Medium	Yes	5	741,5
13289	янгнонк	Cafe	Seasonal Low/Mid Traffic	5	9797,47	Low	Yes	1	0
13290	янгнонк	Qsr	Seasonal High Traffic	4	21761,69	Medium	Yes	12,5	802,667
13291	йхрем	Qsr	Seasonal Low/Mid Traffic	3	18894,57	Medium	No	0	0
13292	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	22372,4	Medium	No	0	11
13293	якзмвеб апъц	Qsr	Seasonal High Traffic	1	34339,25	High	Yes	1,5	0
13294	опхлнпяйн	FSR	Seasonal Low/Mid Traffic	3	22142,8	Medium	Yes	2,5	612
13295	янгнонк	Cafe	Residential	4	31868,58	High	No	0	0
13296	якзмвеб апъц	Bar	Seasonal High Traffic	1	43233,54	High	Yes	7,3	3041
13297	япедеж	Hotels	Rural Affordable	10	802,92	Low	Yes	2	0
13298	вепмнлнпеж	Bar	Residential	5	13711,78	Medium	Yes	4,9	481
13299	йхрем	Qsr	Seasonal Low/Mid Traffic	3	7761,67	Low	Yes	1	0
